genome_1,genome_2,species,comparison,snp_distance,diff_sites,valid_sites
GCF_030439625.1_ASM3043962v2,GCF_026572015.1_ASM2657201v1,Borreliella burgdorferi vs Borreliella garinii,Inter-species,0.07187268002969562,54215,754320
GCF_030439625.1_ASM3043962v2,GCF_032609235.1_ASM3260923v1,Borreliella burgdorferi vs Borreliella garinii,Inter-species,0.07237916573243523,54555,753739
GCF_030439625.1_ASM3043962v2,GCF_026572335.1_ASM2657233v1,Borreliella burgdorferi vs Borreliella garinii,Inter-species,0.07200314976496072,54315,754342
GCF_030439625.1_ASM3043962v2,GCF_040732965.1_ASM4073296v1,Borreliella burgdorferi vs Borreliella garinii,Inter-species,0.07216104816710141,54360,753315
GCF_030439625.1_ASM3043962v2,GCF_026642655.1_ASM2664265v1,Borreliella burgdorferi vs Borreliella garinii,Inter-species,0.07193112362025632,54206,753582
GCF_030439625.1_ASM3043962v2,GCF_026643495.1_ASM2664349v1,Borreliella burgdorferi vs Borreliella garinii,Inter-species,0.07196160037904281,53462,742924
GCF_030439625.1_ASM3043962v2,GCF_026572355.1_ASM2657235v1,Borreliella burgdorferi vs Borreliella garinii,Inter-species,0.07198553725224202,52640,731258
GCF_030439625.1_ASM3043962v2,GCF_026643075.1_ASM2664307v1,Borreliella burgdorferi vs Borreliella garinii,Inter-species,0.07173643604245347,54059,753578
GCF_030439625.1_ASM3043962v2,GCF_026642595.1_ASM2664259v1,Borreliella burgdorferi vs Borreliella garinii,Inter-species,0.07218573262735693,54424,753944
GCF_030439625.1_ASM3043962v2,GCF_026572075.1_ASM2657207v1,Borreliella burgdorferi vs Borreliella garinii,Inter-species,0.07200943777629024,54325,754415
GCF_030439625.1_ASM3043962v2,GCF_026642635.1_ASM2664263v1,Borreliella burgdorferi vs Borreliella garinii,Inter-species,0.0719355800775425,54270,754425
GCF_030439625.1_ASM3043962v2,GCF_026642535.1_ASM2664253v1,Borreliella burgdorferi vs Borreliella garinii,Inter-species,0.07193905714255384,54215,753624
GCF_030439625.1_ASM3043962v2,GCF_026642515.1_ASM2664251v1,Borreliella burgdorferi vs Borreliella garinii,Inter-species,0.07210362095429469,54398,754442
GCF_030439625.1_ASM3043962v2,GCF_026643395.1_ASM2664339v1,Borreliella burgdorferi vs Borreliella garinii,Inter-species,0.07192846962905165,54204,753582
GCF_030439625.1_ASM3043962v2,GCF_026643295.1_ASM2664329v1,Borreliella burgdorferi vs Borreliella garinii,Inter-species,0.0717242827505273,53967,752423
GCF_030439625.1_ASM3043962v2,GCF_026642475.1_ASM2664247v1,Borreliella burgdorferi vs Borreliella garinii,Inter-species,0.07159297861834246,53935,753356
GCF_030439625.1_ASM3043962v2,GCF_026642335.1_ASM2664233v1,Borreliella burgdorferi vs Borreliella garinii,Inter-species,0.07259167696744953,52854,728100
GCF_030439625.1_ASM3043962v2,GCF_026572295.1_ASM2657229v1,Borreliella burgdorferi vs Borreliella garinii,Inter-species,0.07187613085209747,54224,754409
GCF_030439625.1_ASM3043962v2,GCF_032608435.1_ASM3260843v1,Borreliella burgdorferi vs Borreliella garinii,Inter-species,0.07234712809459114,54475,752967
GCF_030439625.1_ASM3043962v2,GCF_003814405.1_ASM381440v1,Borreliella burgdorferi vs Borreliella garinii,Inter-species,0.07218654099805796,54455,754365
GCF_030439625.1_ASM3043962v2,GCF_026642435.1_ASM2664243v1,Borreliella burgdorferi vs Borreliella garinii,Inter-species,0.07167746071863298,53998,753347
GCF_030439625.1_ASM3043962v2,GCF_026643435.1_ASM2664343v1,Borreliella burgdorferi vs Borreliella garinii,Inter-species,0.07198892853750866,53058,737030
GCF_030439625.1_ASM3043962v2,GCF_026642675.1_ASM2664267v1,Borreliella burgdorferi vs Borreliella garinii,Inter-species,0.07289512285899859,49943,685135
GCF_030439625.1_ASM3043962v2,GCF_026643515.1_ASM2664351v1,Borreliella burgdorferi vs Borreliella garinii,Inter-species,0.072911135158719,50802,696766
GCF_030439625.1_ASM3043962v2,GCF_001922545.1_ASM192254v1,Borreliella burgdorferi vs Borreliella garinii,Inter-species,0.07218527319065833,54409,753741
GCF_030439625.1_ASM3043962v2,GCF_026572255.1_ASM2657225v1,Borreliella burgdorferi vs Borreliella garinii,Inter-species,0.07201901082162628,54279,753676
GCF_030439625.1_ASM3043962v2,GCF_035341875.1_ASM3534187v1,Borreliella burgdorferi vs Borreliella garinii,Inter-species,0.07333285311819696,54975,749664
GCF_030439625.1_ASM3043962v2,GCF_040790705.1_ASM4079070v1,Borreliella burgdorferi vs Borreliella garinii,Inter-species,0.07218678860844345,54383,753365
GCF_030439625.1_ASM3043962v2,GCF_026642855.1_ASM2664285v1,Borreliella burgdorferi vs Borreliella garinii,Inter-species,0.07205865961817111,54306,753636
GCF_030439625.1_ASM3043962v2,GCF_032607615.1_ASM3260761v1,Borreliella burgdorferi vs Borreliella garinii,Inter-species,0.07238083360090435,54553,753694
GCF_030439625.1_ASM3043962v2,GCF_032605755.1_ASM3260575v1,Borreliella burgdorferi vs Borreliella garinii,Inter-species,0.07332805250650673,55080,751145
GCF_030439625.1_ASM3043962v2,GCF_026642355.1_ASM2664235v1,Borreliella burgdorferi vs Borreliella garinii,Inter-species,0.07214258060720974,52735,730983
GCF_030439625.1_ASM3043962v2,GCF_026572175.1_ASM2657217v1,Borreliella burgdorferi vs Borreliella garinii,Inter-species,0.0720482381460087,54331,754092
GCF_030439625.1_ASM3043962v2,GCF_026642275.1_ASM2664227v1,Borreliella burgdorferi vs Borreliella garinii,Inter-species,0.07214350761758649,52761,731334
GCF_030439625.1_ASM3043962v2,GCF_026572235.1_ASM2657223v1,Borreliella burgdorferi vs Borreliella garinii,Inter-species,0.07293892335013734,54995,753987
GCF_030439625.1_ASM3043962v2,GCF_026572275.1_ASM2657227v1,Borreliella burgdorferi vs Borreliella garinii,Inter-species,0.0720349327827873,54291,753676
GCF_030439625.1_ASM3043962v2,GCF_026572315.1_ASM2657231v1,Borreliella burgdorferi vs Borreliella garinii,Inter-species,0.07208165170213782,54366,754228
GCF_030439625.1_ASM3043962v2,GCF_032603535.1_ASM3260353v1,Borreliella burgdorferi vs Borreliella garinii,Inter-species,0.07297923876814827,54805,750967
GCF_002997245.1_ASM299724v1,GCF_026572035.1_ASM2657203v1,Borreliella burgdorferi vs Borreliella garinii,Inter-species,0.07237321601314552,54615,754630
GCF_002997245.1_ASM299724v1,GCF_000714705.1_935T,Borreliella burgdorferi vs Borreliella garinii,Inter-species,0.07208920001060642,54374,754260
GCF_002997245.1_ASM299724v1,GCF_026643375.1_ASM2664337v1,Borreliella burgdorferi vs Borreliella garinii,Inter-species,0.07231712769189337,54512,753791
GCF_002997245.1_ASM299724v1,GCF_026572155.1_ASM2657215v1,Borreliella burgdorferi vs Borreliella garinii,Inter-species,0.07193876923539436,52644,731789
GCF_002997245.1_ASM299724v1,GCF_026642375.1_ASM2664237v1,Borreliella burgdorferi vs Borreliella garinii,Inter-species,0.07210701418696454,54379,754143
GCF_002997245.1_ASM299724v1,GCF_026572215.1_ASM2657221v1,Borreliella burgdorferi vs Borreliella garinii,Inter-species,0.0721616539857907,54421,754154
GCF_002997245.1_ASM299724v1,GCF_026642955.1_ASM2664295v1,Borreliella burgdorferi vs Borreliella garinii,Inter-species,0.0720354214722779,54307,753893
GCF_002997245.1_ASM299724v1,GCF_026642395.1_ASM2664239v1,Borreliella burgdorferi vs Borreliella garinii,Inter-species,0.0716402624589742,54002,753794
GCF_002997245.1_ASM299724v1,GCF_026642615.1_ASM2664261v1,Borreliella burgdorferi vs Borreliella garinii,Inter-species,0.07210302930750359,54430,754892
GCF_002997245.1_ASM299724v1,GCF_026572115.1_ASM2657211v1,Borreliella burgdorferi vs Borreliella garinii,Inter-species,0.07206785912052333,54401,754858
GCF_002997245.1_ASM299724v1,GCF_026642795.1_ASM2664279v1,Borreliella burgdorferi vs Borreliella garinii,Inter-species,0.07179097409858376,54123,753897
GCF_002997245.1_ASM299724v1,GCF_026572055.1_ASM2657205v1,Borreliella burgdorferi vs Borreliella garinii,Inter-species,0.07236856055385334,54607,754568
GCF_002997245.1_ASM299724v1,GCF_026642315.1_ASM2664231v1,Borreliella burgdorferi vs Borreliella garinii,Inter-species,0.07169767830033462,54123,754878
GCF_002997245.1_ASM299724v1,GCF_026642715.1_ASM2664271v1,Borreliella burgdorferi vs Borreliella garinii,Inter-species,0.07194341358707737,54029,750993
GCF_002997245.1_ASM299724v1,GCF_032610035.1_ASM3261003v1,Borreliella burgdorferi vs Borreliella garinii,Inter-species,0.07251284214212103,54672,753963
GCF_002997245.1_ASM299724v1,GCF_000691545.1_ASM69154v1,Borreliella burgdorferi vs Borreliella garinii,Inter-species,0.07123338863827915,53753,754604
GCF_002997245.1_ASM299724v1,GCF_026642575.1_ASM2664257v1,Borreliella burgdorferi vs Borreliella garinii,Inter-species,0.07221714729672934,54470,754253
GCF_002997245.1_ASM299724v1,GCF_026572135.1_ASM2657213v1,Borreliella burgdorferi vs Borreliella garinii,Inter-species,0.07180168956078585,54116,753687
GCF_002997245.1_ASM299724v1,GCF_026642455.1_ASM2664245v1,Borreliella burgdorferi vs Borreliella garinii,Inter-species,0.0718050144522664,54131,753861
GCF_002997245.1_ASM299724v1,GCF_032610675.1_ASM3261067v1,Borreliella burgdorferi vs Borreliella garinii,Inter-species,0.0724678608107694,54403,750719
GCF_002997245.1_ASM299724v1,GCF_000300045.1_ASM30004v1,Borreliella burgdorferi vs Borreliella garinii,Inter-species,0.07122144863970427,53716,754211
GCF_002997245.1_ASM299724v1,GCF_026643355.1_ASM2664335v1,Borreliella burgdorferi vs Borreliella garinii,Inter-species,0.0725815845290757,53588,738314
GCF_002997245.1_ASM299724v1,GCF_026643415.1_ASM2664341v1,Borreliella burgdorferi vs Borreliella garinii,Inter-species,0.07204799838660886,54302,753692
GCF_002997245.1_ASM299724v1,GCF_032606795.1_ASM3260679v1,Borreliella burgdorferi vs Borreliella garinii,Inter-species,0.07215517081062987,54320,752822
GCF_002997245.1_ASM299724v1,GCF_026643475.1_ASM2664347v1,Borreliella burgdorferi vs Borreliella garinii,Inter-species,0.07184315782919116,54227,754797
GCF_002997245.1_ASM299724v1,GCF_026642295.1_ASM2664229v1,Borreliella burgdorferi vs Borreliella garinii,Inter-species,0.07203807436864383,54309,753893
GCF_002997245.1_ASM299724v1,GCF_026642415.1_ASM2664241v1,Borreliella burgdorferi vs Borreliella garinii,Inter-species,0.07180168956078585,54116,753687
GCF_002997245.1_ASM299724v1,GCF_032604805.1_ASM3260480v1,Borreliella burgdorferi vs Borreliella garinii,Inter-species,0.07302982916038465,54687,748831
GCF_002997245.1_ASM299724v1,GCF_000239475.1_ASM23947v1,Borreliella burgdorferi vs Borreliella garinii,Inter-species,0.07151930793241627,53936,754146
GCF_002997245.1_ASM299724v1,GCF_026643455.2_ASM2664345v2,Borreliella burgdorferi vs Borreliella garinii,Inter-species,0.07237076601603028,54618,754697
GCF_002997245.1_ASM299724v1,GCF_026643175.1_ASM2664317v1,Borreliella burgdorferi vs Borreliella garinii,Inter-species,0.07203384192022824,54133,751494
GCF_002997245.1_ASM299724v1,GCF_026642555.1_ASM2664255v1,Borreliella burgdorferi vs Borreliella garinii,Inter-species,0.07219870892781588,54434,753947
GCF_002997245.1_ASM299724v1,GCF_026643035.1_ASM2664303v1,Borreliella burgdorferi vs Borreliella garinii,Inter-species,0.07205063203821546,54314,753831
GCF_002997245.1_ASM299724v1,GCF_026642495.1_ASM2664249v1,Borreliella burgdorferi vs Borreliella garinii,Inter-species,0.07230840564350534,54582,754850
GCF_002997245.1_ASM299724v1,GCF_026572095.1_ASM2657209v1,Borreliella burgdorferi vs Borreliella garinii,Inter-species,0.07236047850707066,54603,754597
GCF_002997245.1_ASM299724v1,GCF_026572195.1_ASM2657219v1,Borreliella burgdorferi vs Borreliella garinii,Inter-species,0.07269602230562093,54857,754608
GCF_002997245.1_ASM299724v1,GCF_026643255.1_ASM2664325v1,Borreliella burgdorferi vs Borreliella garinii,Inter-species,0.07206292067016226,53490,742268
GCF_002997245.1_ASM299724v1,GCF_026572015.1_ASM2657201v1,Borreliella burgdorferi vs Borreliella garinii,Inter-species,0.07199836773845658,54343,754781
GCF_002997245.1_ASM299724v1,GCF_032609235.1_ASM3260923v1,Borreliella burgdorferi vs Borreliella garinii,Inter-species,0.0724999867422535,54685,754276
GCF_002997245.1_ASM299724v1,GCF_026572335.1_ASM2657233v1,Borreliella burgdorferi vs Borreliella garinii,Inter-species,0.07209430805123986,54417,754803
GCF_002997245.1_ASM299724v1,GCF_040732965.1_ASM4073296v1,Borreliella burgdorferi vs Borreliella garinii,Inter-species,0.07228170815351571,54484,753773
GCF_002997245.1_ASM299724v1,GCF_026642655.1_ASM2664265v1,Borreliella burgdorferi vs Borreliella garinii,Inter-species,0.07203807436864383,54309,753893
GCF_002997245.1_ASM299724v1,GCF_026643495.1_ASM2664349v1,Borreliella burgdorferi vs Borreliella garinii,Inter-species,0.07209185011804112,53592,743385
GCF_002997245.1_ASM299724v1,GCF_026572355.1_ASM2657235v1,Borreliella burgdorferi vs Borreliella garinii,Inter-species,0.07209158669549365,52751,731722
GCF_002997245.1_ASM299724v1,GCF_026643075.1_ASM2664307v1,Borreliella burgdorferi vs Borreliella garinii,Inter-species,0.07183844011142061,54159,753900
GCF_002997245.1_ASM299724v1,GCF_026642595.1_ASM2664259v1,Borreliella burgdorferi vs Borreliella garinii,Inter-species,0.07227550188559195,54525,754405
GCF_002997245.1_ASM299724v1,GCF_026572075.1_ASM2657207v1,Borreliella burgdorferi vs Borreliella garinii,Inter-species,0.07211383061588923,54437,754876
GCF_002997245.1_ASM299724v1,GCF_026642635.1_ASM2664263v1,Borreliella burgdorferi vs Borreliella garinii,Inter-species,0.07201617197828546,54364,754886
GCF_002997245.1_ASM299724v1,GCF_026642535.1_ASM2664253v1,Borreliella burgdorferi vs Borreliella garinii,Inter-species,0.07205660965467846,54326,753935
GCF_002997245.1_ASM299724v1,GCF_026642515.1_ASM2664251v1,Borreliella burgdorferi vs Borreliella garinii,Inter-species,0.07221457591240199,54515,754903
GCF_002997245.1_ASM299724v1,GCF_026643395.1_ASM2664339v1,Borreliella burgdorferi vs Borreliella garinii,Inter-species,0.0720354214722779,54307,753893
GCF_002997245.1_ASM299724v1,GCF_026643295.1_ASM2664329v1,Borreliella burgdorferi vs Borreliella garinii,Inter-species,0.07182512006057828,54066,752745
GCF_002997245.1_ASM299724v1,GCF_026642475.1_ASM2664247v1,Borreliella burgdorferi vs Borreliella garinii,Inter-species,0.07169668623743657,54036,753675
GCF_002997245.1_ASM299724v1,GCF_026642335.1_ASM2664233v1,Borreliella burgdorferi vs Borreliella garinii,Inter-species,0.07268544698887126,52956,728564
GCF_002997245.1_ASM299724v1,GCF_026572295.1_ASM2657229v1,Borreliella burgdorferi vs Borreliella garinii,Inter-species,0.07198486620821946,54339,754867
GCF_002997245.1_ASM299724v1,GCF_032608435.1_ASM3260843v1,Borreliella burgdorferi vs Borreliella garinii,Inter-species,0.07246734596093328,54599,753429
GCF_002997245.1_ASM299724v1,GCF_003814405.1_ASM381440v1,Borreliella burgdorferi vs Borreliella garinii,Inter-species,0.0723056928577958,54578,754823
GCF_002997245.1_ASM299724v1,GCF_026642435.1_ASM2664243v1,Borreliella burgdorferi vs Borreliella garinii,Inter-species,0.07180168956078585,54116,753687
GCF_002997245.1_ASM299724v1,GCF_026643435.1_ASM2664343v1,Borreliella burgdorferi vs Borreliella garinii,Inter-species,0.07213927649139558,53188,737296
GCF_002997245.1_ASM299724v1,GCF_026642675.1_ASM2664267v1,Borreliella burgdorferi vs Borreliella garinii,Inter-species,0.07304409226652894,50068,685449
GCF_002997245.1_ASM299724v1,GCF_026643515.1_ASM2664351v1,Borreliella burgdorferi vs Borreliella garinii,Inter-species,0.07307268532865062,50934,697032
GCF_002997245.1_ASM299724v1,GCF_001922545.1_ASM192254v1,Borreliella burgdorferi vs Borreliella garinii,Inter-species,0.0723031984927055,54531,754199
GCF_002997245.1_ASM299724v1,GCF_026572255.1_ASM2657225v1,Borreliella burgdorferi vs Borreliella garinii,Inter-species,0.07210966620388971,54381,754143
GCF_002997245.1_ASM299724v1,GCF_035341875.1_ASM3534187v1,Borreliella burgdorferi vs Borreliella garinii,Inter-species,0.07347708715214131,55117,750125
GCF_002997245.1_ASM299724v1,GCF_040790705.1_ASM4079070v1,Borreliella burgdorferi vs Borreliella garinii,Inter-species,0.07230609838118497,54506,753823
GCF_002997245.1_ASM299724v1,GCF_026642855.1_ASM2664285v1,Borreliella burgdorferi vs Borreliella garinii,Inter-species,0.07214963386020502,54397,753947
GCF_002997245.1_ASM299724v1,GCF_032607615.1_ASM3260761v1,Borreliella burgdorferi vs Borreliella garinii,Inter-species,0.0724993005453757,54676,754159
GCF_002997245.1_ASM299724v1,GCF_032605755.1_ASM3260575v1,Borreliella burgdorferi vs Borreliella garinii,Inter-species,0.07339616767295631,55165,751606
GCF_002997245.1_ASM299724v1,GCF_026642355.1_ASM2664235v1,Borreliella burgdorferi vs Borreliella garinii,Inter-species,0.07225384134779048,52850,731449
GCF_002997245.1_ASM299724v1,GCF_026572175.1_ASM2657217v1,Borreliella burgdorferi vs Borreliella garinii,Inter-species,0.07212879678432131,54425,754553
GCF_002997245.1_ASM299724v1,GCF_026642275.1_ASM2664227v1,Borreliella burgdorferi vs Borreliella garinii,Inter-species,0.07225471440284231,52876,731800
GCF_002997245.1_ASM299724v1,GCF_026572235.1_ASM2657223v1,Borreliella burgdorferi vs Borreliella garinii,Inter-species,0.07306268954255296,55122,754448
GCF_002997245.1_ASM299724v1,GCF_026572275.1_ASM2657227v1,Borreliella burgdorferi vs Borreliella garinii,Inter-species,0.07212292628851558,54391,754143
GCF_002997245.1_ASM299724v1,GCF_026572315.1_ASM2657231v1,Borreliella burgdorferi vs Borreliella garinii,Inter-species,0.07217911412867765,54473,754692
GCF_002997245.1_ASM299724v1,GCF_032603535.1_ASM3260353v1,Borreliella burgdorferi vs Borreliella garinii,Inter-species,0.07307160508942152,54909,751441
GCF_002996385.1_ASM299638v1,GCF_026572035.1_ASM2657203v1,Borreliella burgdorferi vs Borreliella garinii,Inter-species,0.07217301368409887,54430,754160
GCF_002996385.1_ASM299638v1,GCF_000714705.1_935T,Borreliella burgdorferi vs Borreliella garinii,Inter-species,0.07189374271185855,54193,753793
GCF_002996385.1_ASM299638v1,GCF_026643375.1_ASM2664337v1,Borreliella burgdorferi vs Borreliella garinii,Inter-species,0.07210761927134554,54331,753471
GCF_002996385.1_ASM299638v1,GCF_026572155.1_ASM2657215v1,Borreliella burgdorferi vs Borreliella garinii,Inter-species,0.07169955254426366,52446,731469
GCF_002996385.1_ASM299638v1,GCF_026642375.1_ASM2664237v1,Borreliella burgdorferi vs Borreliella garinii,Inter-species,0.07192243851113149,54206,753673
GCF_002996385.1_ASM299638v1,GCF_026572215.1_ASM2657221v1,Borreliella burgdorferi vs Borreliella garinii,Inter-species,0.07196541456346237,54234,753612
GCF_002996385.1_ASM299638v1,GCF_026642955.1_ASM2664295v1,Borreliella burgdorferi vs Borreliella garinii,Inter-species,0.0718178597163115,54120,753573
GCF_002996385.1_ASM299638v1,GCF_026642395.1_ASM2664239v1,Borreliella burgdorferi vs Borreliella garinii,Inter-species,0.07142250429344608,53815,753474
GCF_002996385.1_ASM299638v1,GCF_026642615.1_ASM2664261v1,Borreliella burgdorferi vs Borreliella garinii,Inter-species,0.07188417092820729,54231,754422
GCF_002996385.1_ASM299638v1,GCF_026572115.1_ASM2657211v1,Borreliella burgdorferi vs Borreliella garinii,Inter-species,0.07183836434301712,54194,754388
GCF_002996385.1_ASM299638v1,GCF_026642795.1_ASM2664279v1,Borreliella burgdorferi vs Borreliella garinii,Inter-species,0.07157435446928338,53936,753566
GCF_002996385.1_ASM299638v1,GCF_026572055.1_ASM2657205v1,Borreliella burgdorferi vs Borreliella garinii,Inter-species,0.07214077801868465,54401,754095
GCF_002996385.1_ASM299638v1,GCF_026642315.1_ASM2664231v1,Borreliella burgdorferi vs Borreliella garinii,Inter-species,0.0715010975493367,53941,754408
GCF_002996385.1_ASM299638v1,GCF_026642715.1_ASM2664271v1,Borreliella burgdorferi vs Borreliella garinii,Inter-species,0.07170365791762859,53826,750673
GCF_002996385.1_ASM299638v1,GCF_032610035.1_ASM3261003v1,Borreliella burgdorferi vs Borreliella garinii,Inter-species,0.07227444594413455,54458,753489
GCF_002996385.1_ASM299638v1,GCF_000691545.1_ASM69154v1,Borreliella burgdorferi vs Borreliella garinii,Inter-species,0.0710178827635407,53557,754134
GCF_002996385.1_ASM299638v1,GCF_026642575.1_ASM2664257v1,Borreliella burgdorferi vs Borreliella garinii,Inter-species,0.0719875614069301,54263,753783
GCF_002996385.1_ASM299638v1,GCF_026572135.1_ASM2657213v1,Borreliella burgdorferi vs Borreliella garinii,Inter-species,0.07156814072833177,53915,753338
GCF_002996385.1_ASM299638v1,GCF_026642455.1_ASM2664245v1,Borreliella burgdorferi vs Borreliella garinii,Inter-species,0.07158440937985217,53941,753530
GCF_002996385.1_ASM299638v1,GCF_032610675.1_ASM3261067v1,Borreliella burgdorferi vs Borreliella garinii,Inter-species,0.0722203856161754,54178,750176
GCF_002996385.1_ASM299638v1,GCF_000300045.1_ASM30004v1,Borreliella burgdorferi vs Borreliella garinii,Inter-species,0.07100449623942441,53519,753741
GCF_002996385.1_ASM299638v1,GCF_026643355.1_ASM2664335v1,Borreliella burgdorferi vs Borreliella garinii,Inter-species,0.07236025518030104,53401,737988
GCF_002996385.1_ASM299638v1,GCF_026643415.1_ASM2664341v1,Borreliella burgdorferi vs Borreliella garinii,Inter-species,0.07182640183070249,54112,753372
GCF_002996385.1_ASM299638v1,GCF_032606795.1_ASM3260679v1,Borreliella burgdorferi vs Borreliella garinii,Inter-species,0.07191846369784356,54108,752352
GCF_002996385.1_ASM299638v1,GCF_026643475.1_ASM2664347v1,Borreliella burgdorferi vs Borreliella garinii,Inter-species,0.07163178296628998,54033,754316
GCF_002996385.1_ASM299638v1,GCF_026642295.1_ASM2664229v1,Borreliella burgdorferi vs Borreliella garinii,Inter-species,0.07182051373921305,54122,753573
GCF_002996385.1_ASM299638v1,GCF_026642415.1_ASM2664241v1,Borreliella burgdorferi vs Borreliella garinii,Inter-species,0.07156814072833177,53915,753338
GCF_002996385.1_ASM299638v1,GCF_032604805.1_ASM3260480v1,Borreliella burgdorferi vs Borreliella garinii,Inter-species,0.07282574417249729,54499,748348
GCF_002996385.1_ASM299638v1,GCF_000239475.1_ASM23947v1,Borreliella burgdorferi vs Borreliella garinii,Inter-species,0.07133834698199226,53766,753676
GCF_002996385.1_ASM299638v1,GCF_026643455.2_ASM2664345v2,Borreliella burgdorferi vs Borreliella garinii,Inter-species,0.072144349689217,54413,754224
GCF_002996385.1_ASM299638v1,GCF_026643175.1_ASM2664317v1,Borreliella burgdorferi vs Borreliella garinii,Inter-species,0.07181824717042923,53948,751174
GCF_002996385.1_ASM299638v1,GCF_026642555.1_ASM2664255v1,Borreliella burgdorferi vs Borreliella garinii,Inter-species,0.07197327059672756,54241,753627
GCF_002996385.1_ASM299638v1,GCF_026643035.1_ASM2664303v1,Borreliella burgdorferi vs Borreliella garinii,Inter-species,0.07182775035799079,54123,753511
GCF_002996385.1_ASM299638v1,GCF_026642495.1_ASM2664249v1,Borreliella burgdorferi vs Borreliella garinii,Inter-species,0.07208966303454492,54383,754380
GCF_002996385.1_ASM299638v1,GCF_026572095.1_ASM2657209v1,Borreliella burgdorferi vs Borreliella garinii,Inter-species,0.0721350647835179,54399,754127
GCF_002996385.1_ASM299638v1,GCF_026572195.1_ASM2657219v1,Borreliella burgdorferi vs Borreliella garinii,Inter-species,0.07248408116286409,54663,754138
GCF_002996385.1_ASM299638v1,GCF_026643255.1_ASM2664325v1,Borreliella burgdorferi vs Borreliella garinii,Inter-species,0.07182039711677907,53287,741948
GCF_002996385.1_ASM299638v1,GCF_026572015.1_ASM2657201v1,Borreliella burgdorferi vs Borreliella garinii,Inter-species,0.07175952624315435,54129,754311
GCF_002996385.1_ASM299638v1,GCF_032609235.1_ASM3260923v1,Borreliella burgdorferi vs Borreliella garinii,Inter-species,0.07226062383081475,54465,753730
GCF_002996385.1_ASM299638v1,GCF_026572335.1_ASM2657233v1,Borreliella burgdorferi vs Borreliella garinii,Inter-species,0.07187939543941468,54221,754333
GCF_002996385.1_ASM299638v1,GCF_040732965.1_ASM4073296v1,Borreliella burgdorferi vs Borreliella garinii,Inter-species,0.0720639636374739,54286,753303
GCF_002996385.1_ASM299638v1,GCF_026642655.1_ASM2664265v1,Borreliella burgdorferi vs Borreliella garinii,Inter-species,0.07182051373921305,54122,753573
GCF_002996385.1_ASM299638v1,GCF_026643495.1_ASM2664349v1,Borreliella burgdorferi vs Borreliella garinii,Inter-species,0.07184536588977204,53375,742915
GCF_002996385.1_ASM299638v1,GCF_026572355.1_ASM2657235v1,Borreliella burgdorferi vs Borreliella garinii,Inter-species,0.07190163678856314,52578,731249
GCF_002996385.1_ASM299638v1,GCF_026643075.1_ASM2664307v1,Borreliella burgdorferi vs Borreliella garinii,Inter-species,0.07162980430458259,53978,753569
GCF_002996385.1_ASM299638v1,GCF_026642595.1_ASM2664259v1,Borreliella burgdorferi vs Borreliella garinii,Inter-species,0.07208048439189055,54344,753935
GCF_002996385.1_ASM299638v1,GCF_026572075.1_ASM2657207v1,Borreliella burgdorferi vs Borreliella garinii,Inter-species,0.07189629987036159,54239,754406
GCF_002996385.1_ASM299638v1,GCF_026642635.1_ASM2664263v1,Borreliella burgdorferi vs Borreliella garinii,Inter-species,0.07183437254777206,54193,754416
GCF_002996385.1_ASM299638v1,GCF_026642535.1_ASM2664253v1,Borreliella burgdorferi vs Borreliella garinii,Inter-species,0.07183110739568613,54133,753615
GCF_002996385.1_ASM299638v1,GCF_026642515.1_ASM2664251v1,Borreliella burgdorferi vs Borreliella garinii,Inter-species,0.0719865117246992,54309,754433
GCF_002996385.1_ASM299638v1,GCF_026643395.1_ASM2664339v1,Borreliella burgdorferi vs Borreliella garinii,Inter-species,0.0718178597163115,54120,753573
GCF_002996385.1_ASM299638v1,GCF_026643295.1_ASM2664329v1,Borreliella burgdorferi vs Borreliella garinii,Inter-species,0.0716188162368058,53887,752414
GCF_002996385.1_ASM299638v1,GCF_026642475.1_ASM2664247v1,Borreliella burgdorferi vs Borreliella garinii,Inter-species,0.07148100410567773,53850,753347
GCF_002996385.1_ASM299638v1,GCF_026642335.1_ASM2664233v1,Borreliella burgdorferi vs Borreliella garinii,Inter-species,0.07250192627020524,52788,728091
GCF_002996385.1_ASM299638v1,GCF_026572295.1_ASM2657229v1,Borreliella burgdorferi vs Borreliella garinii,Inter-species,0.07176725252088755,54141,754397
GCF_002996385.1_ASM299638v1,GCF_032608435.1_ASM3260843v1,Borreliella burgdorferi vs Borreliella garinii,Inter-species,0.07222846427025147,54385,752958
GCF_002996385.1_ASM299638v1,GCF_003814405.1_ASM381440v1,Borreliella burgdorferi vs Borreliella garinii,Inter-species,0.07208694072934024,54379,754353
GCF_002996385.1_ASM299638v1,GCF_026642435.1_ASM2664243v1,Borreliella burgdorferi vs Borreliella garinii,Inter-species,0.07156814072833177,53915,753338
GCF_002996385.1_ASM299638v1,GCF_026643435.1_ASM2664343v1,Borreliella burgdorferi vs Borreliella garinii,Inter-species,0.07188759379621966,52979,736970
GCF_002996385.1_ASM299638v1,GCF_026642675.1_ASM2664267v1,Borreliella burgdorferi vs Borreliella garinii,Inter-species,0.07279339016638406,49884,685282
GCF_002996385.1_ASM299638v1,GCF_026643515.1_ASM2664351v1,Borreliella burgdorferi vs Borreliella garinii,Inter-species,0.07281550611018134,50731,696706
