GCF_002995915.1_ASM299591v1|NZ_PHOJ01000016.1|length=8402	GCF_002995915.1_ASM299591v1|NZ_PHOJ01000016.1|length=8402
GCF_026643595.1_ASM2664359v1|NZ_CP075443.1|length=900162	GCF_026643595.1_ASM2664359v1|NZ_CP075443.1|length=900162
GCF_026643595.1_ASM2664359v1|NZ_CP075443.1|length=900162	GCF_026644375.1_ASM2664437v1|NZ_CP075447.1|length=900173
GCF_026644015.1_ASM2664401v1|NZ_CP075445.1|length=867990	GCF_026644015.1_ASM2664401v1|NZ_CP075445.1|length=867990
GCF_026644475.1_ASM2664447v1|NZ_CP075448.1|length=903227	GCF_026644475.1_ASM2664447v1|NZ_CP075448.1|length=903227
GCF_026644635.1_ASM2664463v1|NZ_CP075449.1|length=900022	GCF_026644635.1_ASM2664463v1|NZ_CP075449.1|length=900022
GCF_026644785.1_ASM2664478v1|NZ_CP075450.1|length=901903	GCF_026644785.1_ASM2664478v1|NZ_CP075450.1|length=901903
GCF_030439605.1_ASM3043960v2|NZ_CP179354.1|length=30710	GCF_030439605.1_ASM3043960v2|NZ_CP179354.1|length=30710
GCF_030439605.1_ASM3043960v2|NZ_CP179357.1|length=30693	GCF_030439605.1_ASM3043960v2|NZ_CP179357.1|length=30693
GCF_030439605.1_ASM3043960v2|NZ_CP179357.1|length=30693	GCF_002996545.1_ASM299654v1|NZ_PHOH01000014.1|length=6814
GCF_030439605.1_ASM3043960v2|NZ_CP179358.1|length=30000	GCF_030439605.1_ASM3043960v2|NZ_CP179358.1|length=30000
GCF_030439625.1_ASM3043962v2|NZ_CP179340.1|length=27899	GCF_030439625.1_ASM3043962v2|NZ_CP179340.1|length=27899
GCF_030439625.1_ASM3043962v2|NZ_CP179340.1|length=27899	GCF_030445005.1_ASM3044500v2|NZ_CP179328.1|length=27906
GCF_030439625.1_ASM3043962v2|NZ_CP179338.1|length=28193	GCF_030439625.1_ASM3043962v2|NZ_CP179338.1|length=28193
GCF_030439625.1_ASM3043962v2|NZ_CP179338.1|length=28193	GCF_030445005.1_ASM3044500v2|NZ_CP179333.1|length=28194
GCF_030439625.1_ASM3043962v2|NZ_CP179338.1|length=28193	GCF_030445025.1_ASM3044502v2|NZ_CP179324.1|length=28225
GCF_030439625.1_ASM3043962v2|NZ_CP179338.1|length=28193	GCF_032595375.1_ASM3259537v2|NZ_CP179314.1|length=28107
GCF_030439625.1_ASM3043962v2|NZ_CP179338.1|length=28193	GCF_032595515.1_ASM3259551v2|NZ_CP179305.1|length=28198
GCF_030439625.1_ASM3043962v2|NZ_CP179338.1|length=28193	GCF_040819585.1_PFhe_I_PB_Ill_cons|NZ_CP161916.1|length=28224
GCF_030439625.1_ASM3043962v2|NZ_CP179343.1|length=30598	GCF_030439625.1_ASM3043962v2|NZ_CP179343.1|length=30598
GCF_030439625.1_ASM3043962v2|NZ_CP179343.1|length=30598	GCF_000021405.1_ASM2140v1|NC_011722.1|length=30467
GCF_030439625.1_ASM3043962v2|NZ_CP179343.1|length=30598	GCF_002996385.1_ASM299638v1|NZ_PHQE01000013.1|length=13500
GCF_030439625.1_ASM3043962v2|NZ_CP179343.1|length=30598	GCF_030445005.1_ASM3044500v2|NZ_CP179335.1|length=30598
GCF_030439625.1_ASM3043962v2|NZ_CP124095.1|length=53730	GCF_030439625.1_ASM3043962v2|NZ_CP124095.1|length=53730
GCF_030439625.1_ASM3043962v2|NZ_CP124095.1|length=53730	GCF_030445005.1_ASM3044500v2|NZ_CP124099.1|length=53730
GCF_030439625.1_ASM3043962v2|NZ_CP124095.1|length=53730	GCF_032595375.1_ASM3259537v2|NZ_CP132422.1|length=53682
GCF_030439665.1_ASM3043966v2|NZ_CP124108.1|length=902811	GCF_030439665.1_ASM3043966v2|NZ_CP124108.1|length=902811
GCF_002151465.1_ASM215146v1|NZ_CP019850.1|length=30580	GCF_002151465.1_ASM215146v1|NZ_CP019850.1|length=30580
GCF_002151465.1_ASM215146v1|NZ_CP019850.1|length=30580	GCF_040790805.1_ASM4079080v1|NZ_CP161202.1|length=12294
GCF_002151465.1_ASM215146v1|NZ_CP019850.1|length=30580	GCF_030445025.1_ASM3044502v2|NZ_CP179325.1|length=30592
GCF_002151465.1_ASM215146v1|NZ_CP019850.1|length=30580	GCF_032595515.1_ASM3259551v2|NZ_CP179308.1|length=30597
GCF_002151485.1_ASM215148v1|NZ_CP019919.1|length=31245	GCF_002151485.1_ASM215148v1|NZ_CP019919.1|length=31245
GCF_002151485.1_ASM215148v1|NZ_CP019919.1|length=31245	GCF_002151505.1_ASM215150v1|NZ_CP019757.1|length=31245
GCF_002151485.1_ASM215148v1|NZ_CP019919.1|length=31245	GCF_030439605.1_ASM3043960v2|NZ_CP179351.1|length=31245
GCF_002151485.1_ASM215148v1|NZ_CP019921.1|length=62238	GCF_002151485.1_ASM215148v1|NZ_CP019921.1|length=62238
GCF_002151485.1_ASM215148v1|NZ_CP019921.1|length=62238	GCF_000008685.2_ASM868v2|NC_000950.1|length=30299
GCF_002151485.1_ASM215148v1|NZ_CP019921.1|length=62238	GCF_002083055.2_ASM208305v2|NZ_NBTP02000002.1|length=30299
GCF_002151485.1_ASM215148v1|NZ_CP019921.1|length=62238	GCF_002151465.1_ASM215146v1|NZ_CP019848.1|length=30299
GCF_002151485.1_ASM215148v1|NZ_CP019921.1|length=62238	GCF_002151505.1_ASM215150v1|NZ_CP019759.1|length=30300
GCF_002151485.1_ASM215148v1|NZ_CP019921.1|length=62238	GCF_002996265.1_ASM299626v1|NZ_PHPX01000015.1|length=5821
GCF_002151485.1_ASM215148v1|NZ_CP019921.1|length=62238	GCF_002996965.1_ASM299696v1|NZ_PHPM01000020.1|length=5189
GCF_002151485.1_ASM215148v1|NZ_CP019921.1|length=62238	GCF_040790775.1_ASM4079077v1|NZ_CP161182.1|length=30300
GCF_002151485.1_ASM215148v1|NZ_CP019921.1|length=62238	GCF_040790805.1_ASM4079080v1|NZ_CP161195.1|length=30468
GCF_002151485.1_ASM215148v1|NZ_CP019921.1|length=62238	GCF_024662195.1_ASM2466219v1|NZ_CP094601.1|length=30300
GCF_002151485.1_ASM215148v1|NZ_CP019921.1|length=62238	GCF_030439605.1_ASM3043960v2|NZ_CP179355.1|length=60907
GCF_002151505.1_ASM215150v1|NZ_CP019756.1|length=61418	GCF_002151505.1_ASM215150v1|NZ_CP019756.1|length=61418
GCF_002151505.1_ASM215150v1|NZ_CP019756.1|length=61418	GCF_002083055.2_ASM208305v2|NZ_NBTP02000005.1|length=28137
GCF_002151505.1_ASM215150v1|NZ_CP019756.1|length=61418	GCF_002151465.1_ASM215146v1|NZ_CP019846.1|length=30726
GCF_002151505.1_ASM215150v1|NZ_CP019756.1|length=61418	GCF_002151465.1_ASM215146v1|NZ_CP019849.1|length=30674
GCF_002151505.1_ASM215150v1|NZ_CP019756.1|length=61418	GCF_002151485.1_ASM215148v1|NZ_CP019918.1|length=56632
GCF_002151505.1_ASM215150v1|NZ_CP019756.1|length=61418	GCF_002996005.1_ASM299600v1|NZ_PHOT01000019.1|length=5028
GCF_002151505.1_ASM215150v1|NZ_CP019756.1|length=61418	GCF_002996125.1_ASM299612v1|NZ_PHPF01000023.1|length=5200
GCF_002151505.1_ASM215150v1|NZ_CP019756.1|length=61418	GCF_002996245.1_ASM299624v1|NZ_PHPS01000018.1|length=7369
GCF_002151505.1_ASM215150v1|NZ_CP019756.1|length=61418	GCF_002996265.1_ASM299626v1|NZ_PHPX01000018.1|length=5074
GCF_002151505.1_ASM215150v1|NZ_CP019756.1|length=61418	GCF_002996865.1_ASM299686v1|NZ_PHPG01000016.1|length=7034
GCF_002151505.1_ASM215150v1|NZ_CP019756.1|length=61418	GCF_002996925.1_ASM299692v1|NZ_PHPP01000017.1|length=7369
GCF_002151505.1_ASM215150v1|NZ_CP019756.1|length=61418	GCF_002997045.1_ASM299704v1|NZ_PHPV01000019.1|length=5446
GCF_002151505.1_ASM215150v1|NZ_CP019756.1|length=61418	GCF_040790805.1_ASM4079080v1|NZ_CP161194.1|length=30678
GCF_002151505.1_ASM215150v1|NZ_CP019756.1|length=61418	GCF_002997205.1_ASM299720v1|NZ_PHQL01000016.1|length=6090
GCF_002442595.2_ASM244259v2|NZ_CP017201.2|length=903654	GCF_002442595.2_ASM244259v2|NZ_CP017201.2|length=903654
GCF_002442595.2_ASM244259v2|NZ_CP017201.2|length=903654	GCF_024662155.1_ASM2466215v1|NZ_CP094561.1|length=903249
GCF_002442595.2_ASM244259v2|NZ_CP017201.2|length=903654	GCF_019464575.1_ASM1946457v1|NZ_CP074054.1|length=903660
GCF_002442595.2_ASM244259v2|NZ_CP017202.2|length=26506	GCF_002442595.2_ASM244259v2|NZ_CP017202.2|length=26506
GCF_002442595.2_ASM244259v2|NZ_CP017203.1|length=29892	GCF_002442595.2_ASM244259v2|NZ_CP017203.1|length=29892
GCF_002442595.2_ASM244259v2|NZ_CP017203.1|length=29892	GCF_019464575.1_ASM1946457v1|NZ_CP074070.1|length=29890
GCF_002442595.2_ASM244259v2|NZ_CP017203.1|length=29892	GCF_024662155.1_ASM2466215v1|NZ_CP094568.1|length=29893
GCF_002442595.2_ASM244259v2|NZ_CP017204.1|length=30192	GCF_002442595.2_ASM244259v2|NZ_CP017204.1|length=30192
GCF_002442595.2_ASM244259v2|NZ_CP017204.1|length=30192	GCF_019464575.1_ASM1946457v1|NZ_CP074065.1|length=30189
GCF_002442595.2_ASM244259v2|NZ_CP017204.1|length=30192	GCF_024662155.1_ASM2466215v1|NZ_CP094564.1|length=30193
GCF_002442595.2_ASM244259v2|NZ_CP017204.1|length=30192	GCF_002995935.1_ASM299593v1|NZ_PHOK01000011.1|length=9478
GCF_002442595.2_ASM244259v2|NZ_CP017205.1|length=30176	GCF_002442595.2_ASM244259v2|NZ_CP017205.1|length=30176
GCF_002442595.2_ASM244259v2|NZ_CP017205.1|length=30176	GCF_002995885.1_ASM299588v1|NZ_PHOM01000017.1|length=5617
GCF_002442595.2_ASM244259v2|NZ_CP017205.1|length=30176	GCF_002996125.1_ASM299612v1|NZ_PHPF01000017.1|length=7180
GCF_002442595.2_ASM244259v2|NZ_CP017205.1|length=30176	GCF_002996125.1_ASM299612v1|NZ_PHPF01000021.1|length=5475
GCF_002442595.2_ASM244259v2|NZ_CP017205.1|length=30176	GCF_002996395.1_ASM299639v1|NZ_PHQF01000018.1|length=5877
GCF_002442595.2_ASM244259v2|NZ_CP017205.1|length=30176	GCF_002996625.1_ASM299662v1|NZ_PHOO01000020.1|length=5406
GCF_002442595.2_ASM244259v2|NZ_CP017205.1|length=30176	GCF_002997085.1_ASM299708v1|NZ_PHPW01000016.1|length=5664
GCF_002442595.2_ASM244259v2|NZ_CP017205.1|length=30176	GCF_002997085.1_ASM299708v1|NZ_PHPW01000018.1|length=5262
GCF_002442595.2_ASM244259v2|NZ_CP017205.1|length=30176	GCF_019464575.1_ASM1946457v1|NZ_CP074071.1|length=30176
GCF_002442595.2_ASM244259v2|NZ_CP017205.1|length=30176	GCF_024662155.1_ASM2466215v1|NZ_CP094563.1|length=30177
GCF_002442595.2_ASM244259v2|NZ_CP017206.1|length=30617	GCF_002442595.2_ASM244259v2|NZ_CP017206.1|length=30617
GCF_002442595.2_ASM244259v2|NZ_CP017206.1|length=30617	GCF_002996965.1_ASM299696v1|NZ_PHPM01000012.1|length=9865
GCF_002442595.2_ASM244259v2|NZ_CP017206.1|length=30617	GCF_019464575.1_ASM1946457v1|NZ_CP074066.1|length=30617
GCF_002442595.2_ASM244259v2|NZ_CP017206.1|length=30617	GCF_002997065.1_ASM299706v1|NZ_PHQA01000012.1|length=10919
GCF_002442595.2_ASM244259v2|NZ_CP017206.1|length=30617	GCF_002997205.1_ASM299720v1|NZ_PHQL01000012.1|length=10042
GCF_002442595.2_ASM244259v2|NZ_CP017207.1|length=18340	GCF_002442595.2_ASM244259v2|NZ_CP017207.1|length=18340
GCF_002442595.2_ASM244259v2|NZ_CP017207.1|length=18340	GCF_019464575.1_ASM1946457v1|NZ_CP074067.1|length=18341
GCF_002442595.2_ASM244259v2|NZ_CP017207.1|length=18340	GCF_024662155.1_ASM2466215v1|NZ_CP094565.1|length=18341
GCF_002442595.2_ASM244259v2|NZ_CP017208.1|length=30017	GCF_002442595.2_ASM244259v2|NZ_CP017208.1|length=30017
GCF_002442595.2_ASM244259v2|NZ_CP017208.1|length=30017	GCF_019464575.1_ASM1946457v1|NZ_CP074068.1|length=30008
GCF_002442595.2_ASM244259v2|NZ_CP017208.1|length=30017	GCF_024662155.1_ASM2466215v1|NZ_CP094566.1|length=30019
GCF_002442595.2_ASM244259v2|NZ_CP017209.1|length=30054	GCF_002442595.2_ASM244259v2|NZ_CP017209.1|length=30054
GCF_002442595.2_ASM244259v2|NZ_CP017209.1|length=30054	GCF_019464575.1_ASM1946457v1|NZ_CP074069.1|length=30054
GCF_002442595.2_ASM244259v2|NZ_CP017209.1|length=30054	GCF_024662155.1_ASM2466215v1|NZ_CP094567.1|length=30055
GCF_002442595.2_ASM244259v2|NZ_CP017211.1|length=15594	GCF_002442595.2_ASM244259v2|NZ_CP017211.1|length=15594
GCF_002442595.2_ASM244259v2|NZ_CP017211.1|length=15594	GCF_024662155.1_ASM2466215v1|NZ_CP094569.1|length=15444
GCF_002442595.2_ASM244259v2|NZ_CP017213.1|length=27643	GCF_002442595.2_ASM244259v2|NZ_CP017213.1|length=27643
GCF_002442595.2_ASM244259v2|NZ_CP017213.1|length=27643	GCF_019464575.1_ASM1946457v1|NZ_CP074060.1|length=27653
GCF_002442595.2_ASM244259v2|NZ_CP017213.1|length=27643	GCF_024662155.1_ASM2466215v1|NZ_CP094572.1|length=27525
GCF_002442595.2_ASM244259v2|NZ_CP017214.1|length=23104	GCF_002442595.2_ASM244259v2|NZ_CP017214.1|length=23104
GCF_002442595.2_ASM244259v2|NZ_CP017214.1|length=23104	GCF_002996005.1_ASM299600v1|NZ_PHOT01000010.1|length=18789
GCF_002442595.2_ASM244259v2|NZ_CP017214.1|length=23104	GCF_002996605.1_ASM299660v1|NZ_PHON01000013.1|length=14583
GCF_002442595.2_ASM244259v2|NZ_CP017214.1|length=23104	GCF_024662155.1_ASM2466215v1|NZ_CP094571.1|length=22481
GCF_002442595.2_ASM244259v2|NZ_CP017217.1|length=38925	GCF_002442595.2_ASM244259v2|NZ_CP017217.1|length=38925
GCF_002442595.2_ASM244259v2|NZ_CP017217.1|length=38925	GCF_002996405.1_ASM299640v1|NZ_PHQH01000021.1|length=5410
GCF_002442595.2_ASM244259v2|NZ_CP017217.1|length=38925	GCF_002997085.1_ASM299708v1|NZ_PHPW01000017.1|length=5441
GCF_002442595.2_ASM244259v2|NZ_CP017217.1|length=38925	GCF_019464575.1_ASM1946457v1|NZ_CP074058.1|length=38930
GCF_002442595.2_ASM244259v2|NZ_CP017217.1|length=38925	GCF_024662155.1_ASM2466215v1|NZ_CP094576.1|length=38839
GCF_002442595.2_ASM244259v2|NZ_CP017217.1|length=38925	GCF_051054405.1_ASM5105440v1|NZ_CP147272.1|length=12353
GCF_002442595.2_ASM244259v2|NZ_CP017217.1|length=38925	GCF_002995935.1_ASM299593v1|NZ_PHOK01000012.1|length=8393
GCF_002442595.2_ASM244259v2|NZ_CP017217.1|length=38925	GCF_002996395.1_ASM299639v1|NZ_PHQF01000015.1|length=7794
GCF_002442595.2_ASM244259v2|NZ_CP017217.1|length=38925	GCF_002996265.1_ASM299626v1|NZ_PHPX01000008.1|length=21240
GCF_002442595.2_ASM244259v2|NZ_CP017217.1|length=38925	GCF_002996385.1_ASM299638v1|NZ_PHQE01000010.1|length=21218
GCF_002442595.2_ASM244259v2|NZ_CP017217.1|length=38925	GCF_002997085.1_ASM299708v1|NZ_PHPW01000009.1|length=22273
GCF_002442595.2_ASM244259v2|NZ_CP017219.1|length=27681	GCF_002442595.2_ASM244259v2|NZ_CP017219.1|length=27681
GCF_002442595.2_ASM244259v2|NZ_CP017219.1|length=27681	GCF_002996405.1_ASM299640v1|NZ_PHQH01000013.1|length=7980
GCF_002442595.2_ASM244259v2|NZ_CP017219.1|length=27681	GCF_024662155.1_ASM2466215v1|NZ_CP094578.1|length=27231
GCF_002442595.2_ASM244259v2|NZ_CP017219.1|length=27681	GCF_019464575.1_ASM1946457v1|NZ_CP074064.1|length=27715
GCF_002995865.1_ASM299586v1|NZ_PHOD01000001.1|length=902774	GCF_002995865.1_ASM299586v1|NZ_PHOD01000001.1|length=902774
GCF_002995865.1_ASM299586v1|NZ_PHOD01000011.1|length=18423	GCF_002995865.1_ASM299586v1|NZ_PHOD01000011.1|length=18423
GCF_002995865.1_ASM299586v1|NZ_PHOD01000012.1|length=16257	GCF_002995865.1_ASM299586v1|NZ_PHOD01000012.1|length=16257
GCF_002995865.1_ASM299586v1|NZ_PHOD01000012.1|length=16257	GCF_030439665.1_ASM3043966v2|NZ_CP124106.1|length=16096
GCF_002995865.1_ASM299586v1|NZ_PHOD01000009.1|length=22241	GCF_002995865.1_ASM299586v1|NZ_PHOD01000009.1|length=22241
GCF_002995885.1_ASM299588v1|NZ_PHOM01000001.1|length=912332	GCF_002995885.1_ASM299588v1|NZ_PHOM01000001.1|length=912332
GCF_002995885.1_ASM299588v1|NZ_PHOM01000005.1|length=26642	GCF_002995885.1_ASM299588v1|NZ_PHOM01000005.1|length=26642
GCF_002995885.1_ASM299588v1|NZ_PHOM01000005.1|length=26642	GCF_002996475.1_ASM299647v1|NZ_PHOF01000005.1|length=26648
GCF_002995885.1_ASM299588v1|NZ_PHOM01000005.1|length=26642	GCF_002996585.1_ASM299658v1|NZ_PHOL01000005.1|length=26646
GCF_002995885.1_ASM299588v1|NZ_PHOM01000005.1|length=26642	GCF_002997285.1_ASM299728v1|NZ_PHQO01000005.1|length=26648
GCF_002995885.1_ASM299588v1|NZ_PHOM01000005.1|length=26642	GCF_002995935.1_ASM299593v1|NZ_PHOK01000006.1|length=26630
GCF_002995885.1_ASM299588v1|NZ_PHOM01000005.1|length=26642	GCF_002996395.1_ASM299639v1|NZ_PHQF01000007.1|length=26630
GCF_002995885.1_ASM299588v1|NZ_PHOM01000005.1|length=26642	GCF_002996005.1_ASM299600v1|NZ_PHOT01000007.1|length=26652
GCF_002995885.1_ASM299588v1|NZ_PHOM01000005.1|length=26642	GCF_002996265.1_ASM299626v1|NZ_PHPX01000006.1|length=26650
GCF_002995885.1_ASM299588v1|NZ_PHOM01000005.1|length=26642	GCF_002996025.1_ASM299602v1|NZ_PHOV01000007.1|length=26649
GCF_002995885.1_ASM299588v1|NZ_PHOM01000005.1|length=26642	GCF_002996545.1_ASM299654v1|NZ_PHOH01000009.1|length=26638
GCF_002995885.1_ASM299588v1|NZ_PHOM01000005.1|length=26642	GCF_002996605.1_ASM299660v1|NZ_PHON01000008.1|length=26638
GCF_002995885.1_ASM299588v1|NZ_PHOM01000005.1|length=26642	GCF_002996165.1_ASM299616v1|NZ_PHPK01000005.1|length=26656
GCF_002995885.1_ASM299588v1|NZ_PHOM01000005.1|length=26642	GCF_002996645.1_ASM299664v1|NZ_PHOP01000006.1|length=26644
GCF_002995885.1_ASM299588v1|NZ_PHOM01000005.1|length=26642	GCF_002997145.1_ASM299714v1|NZ_PHQJ01000007.1|length=26656
GCF_002995885.1_ASM299588v1|NZ_PHOM01000005.1|length=26642	GCF_002997265.1_ASM299726v1|NZ_PHQN01000005.1|length=26656
GCF_002995885.1_ASM299588v1|NZ_PHOM01000005.1|length=26642	GCF_002996405.1_ASM299640v1|NZ_PHQH01000004.1|length=26634
GCF_002995915.1_ASM299591v1|NZ_PHOJ01000001.1|length=899098	GCF_002995915.1_ASM299591v1|NZ_PHOJ01000001.1|length=899098
GCF_002995915.1_ASM299591v1|NZ_PHOJ01000011.1|length=11727	GCF_002995915.1_ASM299591v1|NZ_PHOJ01000011.1|length=11727
GCF_002996105.1_ASM299610v1|NZ_PHPH01000006.1|length=27895	GCF_002996105.1_ASM299610v1|NZ_PHPH01000006.1|length=27895
GCF_002996125.1_ASM299612v1|NZ_PHPF01000012.1|length=9588	GCF_002996125.1_ASM299612v1|NZ_PHPF01000012.1|length=9588
GCF_002996125.1_ASM299612v1|NZ_PHPF01000002.1|length=53905	GCF_002996125.1_ASM299612v1|NZ_PHPF01000002.1|length=53905
GCF_002996125.1_ASM299612v1|NZ_PHPF01000002.1|length=53905	GCF_000181555.2_ASM18155v2|NC_011868.1|length=30302
GCF_002996125.1_ASM299612v1|NZ_PHPF01000002.1|length=53905	GCF_002995885.1_ASM299588v1|NZ_PHOM01000003.1|length=30215
GCF_002996125.1_ASM299612v1|NZ_PHPF01000002.1|length=53905	GCF_002996625.1_ASM299662v1|NZ_PHOO01000003.1|length=30492
GCF_002996125.1_ASM299612v1|NZ_PHPF01000002.1|length=53905	GCF_002997285.1_ASM299728v1|NZ_PHQO01000003.1|length=30367
GCF_002996125.1_ASM299612v1|NZ_PHPF01000002.1|length=53905	GCF_024662175.1_ASM2466217v1|NZ_CP094595.1|length=29988
GCF_002996125.1_ASM299612v1|NZ_PHPF01000002.1|length=53905	GCF_030440345.1_ASM3044034v2|NZ_CP179414.1|length=23697
GCF_002996125.1_ASM299612v1|NZ_PHPF01000002.1|length=53905	GCF_030440345.1_ASM3044034v2|NZ_CP179410.1|length=30317
GCF_002996125.1_ASM299612v1|NZ_PHPF01000002.1|length=53905	GCF_040790795.1_ASM4079079v1|NZ_CP161170.1|length=23696
GCF_002996125.1_ASM299612v1|NZ_PHPF01000002.1|length=53905	GCF_040790795.1_ASM4079079v1|NZ_CP161160.1|length=30318
GCF_002996125.1_ASM299612v1|NZ_PHPF01000002.1|length=53905	GCF_002996585.1_ASM299658v1|NZ_PHOL01000007.1|length=23898
GCF_002996125.1_ASM299612v1|NZ_PHPF01000002.1|length=53905	GCF_002995885.1_ASM299588v1|NZ_PHOM01000008.1|length=23521
GCF_002996125.1_ASM299612v1|NZ_PHPF01000002.1|length=53905	GCF_002996625.1_ASM299662v1|NZ_PHOO01000007.1|length=23690
GCF_002996125.1_ASM299612v1|NZ_PHPF01000002.1|length=53905	GCF_040790715.1_ASM4079071v1|NZ_CP161156.1|length=23677
GCF_002996125.1_ASM299612v1|NZ_PHPF01000005.1|length=27867	GCF_002996125.1_ASM299612v1|NZ_PHPF01000005.1|length=27867
GCF_002996125.1_ASM299612v1|NZ_PHPF01000006.1|length=26644	GCF_002996125.1_ASM299612v1|NZ_PHPF01000006.1|length=26644
GCF_002996125.1_ASM299612v1|NZ_PHPF01000006.1|length=26644	GCF_002996245.1_ASM299624v1|NZ_PHPS01000007.1|length=26625
GCF_002996125.1_ASM299612v1|NZ_PHPF01000006.1|length=26644	GCF_002996305.1_ASM299630v1|NZ_PHPZ01000005.1|length=25158
GCF_002996125.1_ASM299612v1|NZ_PHPF01000006.1|length=26644	GCF_002996345.1_ASM299634v1|NZ_PHQB01000004.1|length=25158
GCF_002996125.1_ASM299612v1|NZ_PHPF01000006.1|length=26644	GCF_002996365.1_ASM299636v1|NZ_PHQC01000005.1|length=25158
GCF_002996125.1_ASM299612v1|NZ_PHPF01000006.1|length=26644	GCF_002997045.1_ASM299704v1|NZ_PHPV01000005.1|length=25158
GCF_002996125.1_ASM299612v1|NZ_PHPF01000006.1|length=26644	GCF_002997105.1_ASM299710v1|NZ_PHPY01000005.1|length=25158
GCF_002996125.1_ASM299612v1|NZ_PHPF01000006.1|length=26644	GCF_002997165.1_ASM299716v1|NZ_PHQD01000005.1|length=25158
GCF_002996125.1_ASM299612v1|NZ_PHPF01000006.1|length=26644	GCF_002996385.1_ASM299638v1|NZ_PHQE01000008.1|length=26614
GCF_002996125.1_ASM299612v1|NZ_PHPF01000006.1|length=26644	GCF_002995865.1_ASM299586v1|NZ_PHOD01000007.1|length=25129
GCF_002996125.1_ASM299612v1|NZ_PHPF01000006.1|length=26644	GCF_002996705.1_ASM299670v1|NZ_PHOU01000006.1|length=25167
GCF_002996125.1_ASM299612v1|NZ_PHPF01000006.1|length=26644	GCF_002997245.1_ASM299724v1|NZ_PHQM01000005.1|length=26656
GCF_002996125.1_ASM299612v1|NZ_PHPF01000006.1|length=26644	GCF_051054405.1_ASM5105440v1|NZ_CP147266.1|length=26683
GCF_002996125.1_ASM299612v1|NZ_PHPF01000006.1|length=26644	GCF_002997085.1_ASM299708v1|NZ_PHPW01000006.1|length=26633
GCF_002996125.1_ASM299612v1|NZ_PHPF01000006.1|length=26644	GCF_051054285.1_ASM5105428v1|NZ_CP144342.1|length=26583
GCF_002996125.1_ASM299612v1|NZ_PHPF01000006.1|length=26644	GCF_051054485.1_ASM5105448v1|NZ_CP147287.1|length=26583
GCF_002996125.1_ASM299612v1|NZ_PHPF01000006.1|length=26644	GCF_051054475.1_ASM5105447v1|NZ_CP147275.1|length=26584
GCF_002996125.1_ASM299612v1|NZ_PHPF01000006.1|length=26644	GCF_051054855.1_ASM5105485v1|NZ_CP147299.1|length=26588
GCF_002996165.1_ASM299616v1|NZ_PHPK01000001.1|length=910083	GCF_002996165.1_ASM299616v1|NZ_PHPK01000001.1|length=910083
GCF_002996165.1_ASM299616v1|NZ_PHPK01000006.1|length=26528	GCF_002996165.1_ASM299616v1|NZ_PHPK01000006.1|length=26528
GCF_002996245.1_ASM299624v1|NZ_PHPS01000011.1|length=20310	GCF_002996245.1_ASM299624v1|NZ_PHPS01000011.1|length=20310
GCF_002996245.1_ASM299624v1|NZ_PHPS01000002.1|length=53859	GCF_002996245.1_ASM299624v1|NZ_PHPS01000002.1|length=53859
GCF_002996245.1_ASM299624v1|NZ_PHPS01000002.1|length=53859	GCF_000166635.1_ASM16663v1|NC_013130.1|length=53786
GCF_002996245.1_ASM299624v1|NZ_PHPS01000002.1|length=53859	GCF_002996925.1_ASM299692v1|NZ_PHPP01000002.1|length=53799
GCF_002996245.1_ASM299624v1|NZ_PHPS01000002.1|length=53859	GCF_040790745.1_ASM4079074v1|NZ_CP161074.1|length=53841
GCF_002996245.1_ASM299624v1|NZ_PHPS01000009.1|length=22002	GCF_002996245.1_ASM299624v1|NZ_PHPS01000009.1|length=22002
GCF_002996265.1_ASM299626v1|NZ_PHPX01000001.1|length=910205	GCF_002996265.1_ASM299626v1|NZ_PHPX01000001.1|length=910205
GCF_002996265.1_ASM299626v1|NZ_PHPX01000001.1|length=910205	GCF_002996545.1_ASM299654v1|NZ_PHOH01000001.1|length=909757
GCF_002996265.1_ASM299626v1|NZ_PHPX01000001.1|length=910205	GCF_002997145.1_ASM299714v1|NZ_PHQJ01000001.1|length=910005
GCF_002996265.1_ASM299626v1|NZ_PHPX01000001.1|length=910205	GCF_040790765.1_ASM4079076v1|NZ_CP161107.1|length=910079
GCF_002996265.1_ASM299626v1|NZ_PHPX01000001.1|length=910205	GCF_019134655.1_ASM1913465v1|NZ_CP077727.1|length=909995
GCF_002996265.1_ASM299626v1|NZ_PHPX01000001.1|length=910205	GCF_044941625.1_ASM4494162v1|NZ_CP132437.1|length=909798
GCF_002996265.1_ASM299626v1|NZ_PHPX01000001.1|length=910205	GCF_032595535.1_ASM3259553v1|NZ_CP132429.1|length=909722
GCF_030439665.1_ASM3043966v2|NZ_CP179297.1|length=8521	GCF_030439665.1_ASM3043966v2|NZ_CP179297.1|length=8521
GCF_030439665.1_ASM3043966v2|NZ_CP124105.1|length=26506	GCF_030439665.1_ASM3043966v2|NZ_CP124105.1|length=26506
GCF_030439665.1_ASM3043966v2|NZ_CP124105.1|length=26506	GCF_040790755.1_ASM4079075v1|NZ_CP161102.1|length=26515
GCF_030439665.1_ASM3043966v2|NZ_CP179299.1|length=25759	GCF_030439665.1_ASM3043966v2|NZ_CP179299.1|length=25759
